date,region,service_type,shipment_volume,total_weight,total_revenue,fleet_vehicles_available,warehouse_capacity_used,labor_available,weather_impact,competitor_activity
2024-12-17,Southeast,Supply Chain Solutions,185,372081.38456697104,77086.89521738053,74,41.11606403695143,170,None,Low
2023-12-19,Southeast,Freight Management,181,346966.71802120755,81659.70665664111,61,56.265834397340974,167,None,Low
2024-09-12,Southeast,Freight Management,137,389678.7275891803,57345.405656563824,40,65.65195333437659,59,Minor,Normal
2024-05-16,Southwest,Distribution Center Management,145,288279.5646767768,77616.37567654483,22,67.37589138192303,158,Moderate,Normal
2024-01-30,Southeast,Dedicated Contract Carriage,192,408880.03541355557,99918.37358051777,98,82.2896016409423,121,Moderate,Normal
2023-03-01,West,Distribution Center Management,217,626715.1586264006,45002.20717760624,92,81.53841853148742,85,Minor,Normal
2024-09-25,West,Freight Management,164,306365.72028788074,116554.61573875455,20,59.67838263594947,150,Minor,Normal
2023-09-03,Northwest,Supply Chain Solutions,57,127553.80453052699,13809.500901910658,24,53.31406197328522,80,None,Normal
2024-01-27,Southwest,Distribution Center Management,115,202361.53209114977,65354.94454647414,66,37.25911952646172,99,Severe,Low
2023-02-27,Midwest,Supply Chain Solutions,161,382096.2730633352,100272.31712925641,43,20.60907511242906,55,Moderate,High
2023-07-30,Southwest,Distribution Center Management,85,155598.76872508525,53632.56782664731,96,25.58713587575315,125,Moderate,Normal
2023-08-07,Southeast,Fleet Maintenance,93,135843.6586373991,27649.964294732417,33,52.244113935178916,99,Minor,Normal
2024-01-22,Southeast,Transportation Management,264,404499.2933014444,80783.24228621033,99,34.852904029664025,79,None,Normal
2023-01-11,West,Dedicated Contract Carriage,225,290115.12030243635,81807.01362726922,33,63.59543072157236,99,None,Normal
2023-05-31,Midwest,Supply Chain Solutions,231,270456.0190706855,76681.44578354756,77,33.02671325488547,167,Minor,Normal
2023-04-06,Southwest,Dedicated Contract Carriage,132,385527.6423179924,45272.75104940479,31,83.52576320105828,54,None,Normal
2023-03-09,West,Distribution Center Management,205,216018.2018503218,149652.5638755935,75,74.1704608780016,189,Moderate,Low
2024-09-13,Southeast,Distribution Center Management,80,126911.9355618587,42471.42747878472,92,71.40745044745725,69,None,High
2024-05-01,Northeast,Fleet Maintenance,320,665292.9502717478,146620.0239891862,39,51.22246841244413,197,Severe,High
2023-04-28,Northeast,Transportation Management,277,667061.8791199533,151761.9587632207,98,74.14867248813015,73,None,Normal
2023-11-18,West,Dedicated Contract Carriage,48,114127.26469382434,8294.49389884435,90,78.31407660154035,69,None,Normal
2023-04-03,Northwest,Transportation Management,227,497851.6830286006,137123.99983216095,48,67.07904613157979,111,None,Normal
2024-12-20,Southeast,Fleet Maintenance,136,320805.6337135494,93626.50262535954,32,76.0471047486426,123,None,Low
2023-03-06,Northwest,Distribution Center Management,217,605965.2649696362,187130.2124908704,30,68.48227746808472,188,None,Normal
2023-05-25,Northwest,Supply Chain Solutions,236,192964.50170803434,92214.10055956995,63,65.7679511475864,100,None,Low
2023-04-05,Southwest,Distribution Center Management,276,645719.7285230546,94947.72233426454,32,75.57527266283674,117,None,Normal
2024-09-10,Southwest,Dedicated Contract Carriage,153,322344.94503876014,47149.408698844105,62,74.45558412850573,64,None,Normal
2024-03-09,Midwest,Supply Chain Solutions,170,274307.09658005746,50190.42020928576,65,76.96677124766715,92,None,Normal
2023-10-15,Northwest,Supply Chain Solutions,77,169794.37114378062,31402.68790938089,55,69.70375800620577,198,Minor,Normal
2024-08-26,Northeast,Freight Management,139,154539.95458334815,80944.31796900701,61,42.710740029843755,185,Minor,High
2023-01-24,Midwest,Dedicated Contract Carriage,166,299085.23682299006,57576.07072952611,83,56.027960304095394,115,Minor,Low
2023-06-18,West,Distribution Center Management,93,221291.32047503188,48672.51202192294,43,80.06739572898621,103,Minor,Normal
2023-06-02,West,Dedicated Contract Carriage,130,220922.56970618357,41306.65493917556,92,77.44574845494199,190,None,Normal
2023-05-05,Northwest,Distribution Center Management,232,565495.0232140176,34496.342967813674,70,60.84421553189367,96,None,Normal
2023-07-22,West,Freight Management,105,271414.500491866,41329.4600761612,74,90.10494725321848,80,None,High
2024-06-06,Midwest,Fleet Maintenance,283,566947.7778970432,40477.60304257836,21,56.4314399196465,163,None,Normal
2024-06-29,Northwest,Supply Chain Solutions,104,247309.41289388976,69503.34817026796,21,56.937529901769466,132,None,Normal
2024-03-29,Southeast,Freight Management,194,304626.81702057604,50369.0388781349,48,71.18368823908963,124,Minor,Normal
2024-06-28,Southeast,Supply Chain Solutions,229,325657.3794886602,72460.52784162668,23,52.700906940044035,132,None,High
2023-08-16,West,Dedicated Contract Carriage,138,249792.70195681145,57361.25084559523,56,74.1947703354985,115,None,High
2024-03-02,Northeast,Transportation Management,115,267635.72785246256,134167.28499134877,68,59.066009120880956,69,None,Normal
2023-08-29,Northeast,Transportation Management,150,448598.03691289865,41678.108042712665,80,57.184587146519405,51,None,Low
2023-04-09,Northeast,Transportation Management,149,235563.36337457775,33458.74237294305,41,51.54500561310588,103,None,Normal
2024-03-23,West,Distribution Center Management,121,242746.07185596076,62569.461235278846,62,73.0769507376385,95,None,Low
2024-12-21,Southeast,Supply Chain Solutions,132,213170.99140395102,84623.82903423812,73,65.39263390925397,155,None,High
2023-12-08,Northwest,Fleet Maintenance,195,344320.5386351373,82859.21214083419,67,89.118932634949,155,None,High
2023-08-05,Southwest,Distribution Center Management,123,120838.39562396512,20627.3175610906,49,46.35932322233326,56,None,High
2023-02-23,Southwest,Dedicated Contract Carriage,271,608979.0085402833,147208.7700270718,22,71.66308167981049,96,None,High
2023-03-28,West,Distribution Center Management,202,479179.5518023149,303126.25542274135,87,63.73494078823274,166,None,High
2024-10-07,Northeast,Fleet Maintenance,78,111509.38352947393,64029.82178390602,43,44.81605618488276,137,None,Normal
2024-12-04,Southeast,Freight Management,147,336875.06945637724,85555.35772173945,46,66.52631408501105,75,None,High
2024-03-20,Southwest,Transportation Management,279,551230.0819146474,239121.59783595757,52,65.29612516347937,58,None,Normal
2024-01-23,Midwest,Transportation Management,165,317656.773452248,49479.022955281755,60,73.24690119123821,124,None,Normal
2023-10-27,Northwest,Fleet Maintenance,79,121404.16100162374,19985.14071217075,33,72.81702919786753,132,Minor,Low
2023-05-23,Northwest,Fleet Maintenance,197,486107.32978391706,76935.7125249585,37,57.77778448684725,101,None,Normal
2024-04-01,Northeast,Dedicated Contract Carriage,218,354591.3928086303,131434.67814940374,34,59.57890944884268,86,None,Normal
2023-09-03,Northeast,Fleet Maintenance,66,153455.18036799648,49618.25660609026,20,52.71457784713923,84,None,Low
2023-09-03,Southeast,Distribution Center Management,50,147460.7880220934,24931.813890377354,21,50.943798410551736,92,None,Normal
2023-02-02,Midwest,Transportation Management,219,509458.4814499309,45330.44408578457,39,52.29557375953421,146,Severe,Normal
2023-03-12,Southwest,Dedicated Contract Carriage,113,180004.9785841429,37349.88839365936,55,33.619148568941284,166,None,High
2023-07-04,Northwest,Supply Chain Solutions,155,103016.81117538663,51208.84244747243,30,36.586787151560046,175,None,Normal
2023-12-18,Southeast,Transportation Management,226,545947.1252228561,125655.72988100388,84,75.19247031981632,143,Minor,Normal
2024-09-29,Southwest,Dedicated Contract Carriage,63,143219.12404629964,19798.34084647972,72,45.161431957742614,77,None,Normal
2023-11-30,West,Dedicated Contract Carriage,145,196307.20355297875,72443.69379365268,20,45.29676178811757,112,Minor,Low
2023-02-12,Northwest,Supply Chain Solutions,109,88644.56650610385,37901.697754240755,95,58.699369588103444,73,None,Low
2023-06-01,West,Transportation Management,185,497885.7818632437,103417.93642099384,56,37.39006991358177,60,None,Normal
2023-12-26,West,Fleet Maintenance,197,414614.2702368114,61493.88424529832,55,80.30040849281251,184,Moderate,Low
2024-11-07,Midwest,Dedicated Contract Carriage,186,284943.1955042153,59503.324012514284,45,71.25602724793325,159,Minor,Normal
2024-08-18,Southwest,Distribution Center Management,94,110357.55817968669,27841.743814464848,40,64.05172518557963,55,Moderate,High
2023-02-24,Midwest,Distribution Center Management,181,366535.7869409041,70635.34520454185,79,76.93059044696774,114,Minor,Low
2023-07-03,Midwest,Distribution Center Management,163,405283.94178387074,87481.08658426997,95,50.66340061052216,108,Minor,Normal
2023-09-04,Northwest,Dedicated Contract Carriage,102,274221.77401424065,18801.60791791113,20,49.98284149096628,162,Severe,Low
2024-11-27,West,Supply Chain Solutions,106,136068.42415652814,20277.431832965078,69,55.06432121598211,132,None,High
2024-09-22,Northeast,Dedicated Contract Carriage,46,97662.12328188762,45195.57900800808,81,66.14262418594537,163,Severe,High
2024-05-08,Midwest,Freight Management,220,459428.5152291179,102897.34329311953,68,60.89020140901889,162,Moderate,Normal
2024-03-27,West,Freight Management,196,498404.252007881,142813.6124612541,92,71.00151800108107,155,None,High
2023-11-16,Northeast,Distribution Center Management,104,210090.2054306061,32016.189452984792,63,70.64378580704192,76,None,Normal
2023-06-26,Midwest,Supply Chain Solutions,225,611941.1309499439,98595.91196781634,51,52.77282693056087,87,Minor,Normal
2023-02-21,Northeast,Freight Management,271,551367.8932816932,79499.1418241398,70,54.39876017529023,64,Severe,Normal
2024-01-21,Southeast,Dedicated Contract Carriage,56,102107.71678404372,11974.997618497026,26,37.779172839439084,67,None,Normal
2023-10-31,Midwest,Supply Chain Solutions,110,153086.2162338471,34595.6292014599,58,49.46427158789821,52,None,Normal
2024-04-03,Northeast,Supply Chain Solutions,202,578799.9271840664,27314.122631812654,89,52.834395075165,120,None,High
2024-12-05,Southeast,Fleet Maintenance,281,357044.0333970107,150344.1976837307,73,56.366371135736884,188,Minor,High
2023-06-22,Southwest,Distribution Center Management,159,339193.3017376899,87731.5070720976,81,59.37787327612908,114,None,Normal
2024-05-29,West,Distribution Center Management,221,466667.6041356026,75920.43447217494,60,27.351430462035726,158,None,Normal
2023-04-03,Northwest,Transportation Management,143,253924.92755880262,47602.245452636205,20,25.939623814159223,53,None,Low
2024-03-14,Southwest,Supply Chain Solutions,86,137062.85252616284,33089.82379018387,87,53.154822086459006,108,Minor,Normal
2023-08-22,Northeast,Supply Chain Solutions,106,247774.66452581258,20528.11778177086,61,83.88094979603949,59,Minor,High
2023-01-24,Northeast,Distribution Center Management,210,432619.91095318383,92737.21841979978,89,57.30971819722064,164,None,Normal
2023-09-17,Northeast,Transportation Management,77,205061.5893968876,18038.70209555935,31,91.83143478941605,131,None,Normal
2023-08-07,Northeast,Distribution Center Management,132,284292.0895360502,88798.7881408482,26,67.03028562363545,70,Moderate,Normal
2024-04-30,Southeast,Supply Chain Solutions,283,675582.0955273195,97063.35128000552,87,60.217160952490275,123,None,Low
2024-05-24,Southeast,Fleet Maintenance,149,370274.505241687,26953.65348183831,79,49.027099413086574,163,None,Normal
2024-10-10,West,Dedicated Contract Carriage,124,251646.49987366283,29076.297576764675,92,36.049034352618506,50,Moderate,Low
2024-05-06,West,Distribution Center Management,148,252654.22735522472,52012.07062961876,35,39.71257790747235,84,None,Normal
2023-10-08,Northwest,Distribution Center Management,64,118334.60057728589,16620.3545507233,86,64.05967781123374,53,Minor,Normal
2023-04-04,Midwest,Supply Chain Solutions,284,647218.7994885723,82647.85626050067,30,87.57800214149201,58,None,Normal
2024-10-12,Northwest,Freight Management,36,61781.93718897358,23513.457022666866,41,32.36831756471937,96,None,Normal
2023-01-20,Midwest,Transportation Management,233,470288.6206800134,129737.95875397018,78,41.00819476408383,56,None,Low
2024-02-20,Southwest,Supply Chain Solutions,237,501183.2474394189,76365.02373347482,21,80.0739422943905,186,Moderate,Normal
2024-02-07,Northwest,Supply Chain Solutions,175,332389.48776221,68333.88581116026,26,69.96103181674623,76,None,Low
2023-12-07,Midwest,Fleet Maintenance,113,158943.4979442406,71416.7093904706,69,67.34391523236715,113,Minor,Normal
2024-10-09,Midwest,Transportation Management,150,279800.9336889802,37857.5288399365,87,45.595956146915974,50,None,High
2023-08-30,Southwest,Fleet Maintenance,148,277480.793362383,131938.78365481982,93,45.182919588829684,174,None,Normal
2023-04-09,Midwest,Distribution Center Management,172,389677.41006407246,119868.71314700572,84,52.904499653299254,148,None,Normal
2023-03-05,Northeast,Freight Management,116,287791.414702305,11421.515625865955,64,66.11128634538842,119,None,Normal
2023-05-10,West,Freight Management,168,419800.52480926504,80887.48724620088,29,65.57817098992086,93,None,Normal
2024-07-29,Northwest,Transportation Management,117,293129.8619663894,75077.94818834224,89,55.24063209729654,169,None,Normal
2023-07-14,Northeast,Fleet Maintenance,178,317368.4121003558,26941.026904024668,60,78.86830611910007,62,Minor,Low
2024-10-01,Northeast,Freight Management,64,77540.53313790642,26271.048509571898,52,79.69741183293206,100,None,Normal
2024-08-06,Southeast,Supply Chain Solutions,102,203558.95526897724,20409.264273367324,33,56.09340623029561,73,None,Low
2024-01-02,Southwest,Fleet Maintenance,59,85149.35254329702,13692.1870671244,48,66.90591670201886,116,None,Low
2023-06-13,Midwest,Distribution Center Management,271,662620.1864102733,275437.7663360481,84,38.48707509198145,50,Moderate,Low
2023-11-15,Northeast,Dedicated Contract Carriage,151,450872.0227571473,60434.51657788202,78,53.885106425237296,81,None,Normal
2024-05-03,Southeast,Fleet Maintenance,218,512451.6833992687,150787.60066605423,86,63.97587610418508,85,None,Low
2023-08-28,West,Freight Management,137,226778.11243926547,25636.051384350907,44,73.6901265465317,84,None,Normal
2024-05-17,Midwest,Dedicated Contract Carriage,213,340952.9885550266,47406.87297080681,34,83.58886819129913,117,None,High
2023-03-07,Northwest,Distribution Center Management,248,457985.0465605365,148563.46204686986,71,75.47440389332968,103,None,Normal
2023-09-24,Southeast,Distribution Center Management,78,220175.8782240393,94880.27929627923,51,63.50427579530611,83,Minor,Low
2023-11-17,Southwest,Dedicated Contract Carriage,159,433539.7659421363,101214.90718725792,70,40.982078939788714,119,None,Normal
2024-06-22,West,Dedicated Contract Carriage,98,162130.16460231363,9161.03869735833,68,70.13576117913254,74,Moderate,Normal
2023-11-06,Southwest,Distribution Center Management,202,313417.6019422493,111798.21311967916,44,68.86810835642729,148,None,Normal
2023-01-04,Midwest,Supply Chain Solutions,243,325745.18424892565,81837.54153478044,55,44.359368049624756,188,None,Normal
2024-01-16,Southeast,Transportation Management,210,441471.42364330887,54228.23811470988,68,58.23319518011323,179,Moderate,High
2024-05-16,West,Supply Chain Solutions,245,567037.6243836381,134209.80446341512,96,83.11576114353349,179,None,High
2023-03-02,Northwest,Fleet Maintenance,309,921906.7582839704,56828.185142312104,27,42.28616632614775,196,Severe,Normal
2024-01-06,Northwest,Distribution Center Management,73,119836.29107175554,32221.998850886313,28,40.58707801555499,137,None,High
2024-08-05,West,Dedicated Contract Carriage,114,256381.9902987545,21222.372476662455,39,85.20267401127664,59,None,Normal
2023-01-08,Southeast,Dedicated Contract Carriage,69,202543.55968556134,38098.33456868221,41,87.93477675724814,195,Moderate,Normal
2024-09-18,Southwest,Fleet Maintenance,94,214397.6289466027,78738.93283119657,71,56.602673436893426,104,Minor,Low
2024-01-22,West,Supply Chain Solutions,196,455356.2866107891,59823.622758102174,46,42.679522437305664,142,None,Normal
2024-12-01,Southeast,Fleet Maintenance,71,128150.8264336737,61736.39203277036,32,60.88113733463639,141,None,Normal
2024-02-24,Southwest,Transportation Management,139,315088.80340740806,31859.096669935094,52,58.34069337584403,169,None,Normal
2024-01-08,Midwest,Transportation Management,222,461992.73765346635,102329.80608026037,87,60.27063921177918,185,Minor,Low
2024-04-26,Southeast,Distribution Center Management,234,687160.5238901617,77928.56318225896,23,75.82666604331928,165,Moderate,Normal
2023-12-12,Southeast,Freight Management,186,326548.2732835287,83063.36066960063,99,77.27323263267525,194,None,Normal
2024-09-24,Midwest,Transportation Management,64,134440.77408436974,15798.510627089503,64,73.205183768297,63,None,High
2023-07-26,Southeast,Freight Management,208,386495.2979270709,82788.01125840264,78,68.24245752428327,119,None,Low
2024-08-09,Southwest,Distribution Center Management,100,146959.47834161134,40773.15083564889,53,64.33215174801823,56,None,High
2024-04-22,West,Transportation Management,187,472888.5268621922,49270.67637906547,35,81.2437207581536,162,None,Low
2023-02-06,Southwest,Freight Management,232,445523.7489794966,68484.92249651378,80,76.3167874706195,109,None,Normal
2024-08-01,Northwest,Supply Chain Solutions,115,204347.22221999094,55161.97426225522,41,57.24365163106443,169,None,Normal
2023-02-03,West,Supply Chain Solutions,259,335146.6488721595,181770.4771474437,31,76.09817257159196,171,None,Low
2024-03-21,Northeast,Supply Chain Solutions,173,507717.8460742131,59641.41923024523,78,88.99994343895774,135,None,Low
2023-06-21,West,Freight Management,150,272892.37159622274,203384.19122717512,66,62.01644869136278,171,None,Normal
2023-04-16,Southwest,Fleet Maintenance,135,131646.43382629615,33072.11513072491,58,47.06257583350889,126,Severe,High
2024-12-16,Northwest,Dedicated Contract Carriage,142,231559.937223409,47020.002086565226,89,77.91714116046339,120,Moderate,Low
2024-11-20,West,Supply Chain Solutions,132,254133.78111039757,69164.2172857115,90,52.19782456557134,151,Moderate,High
2024-10-27,Southeast,Distribution Center Management,57,102852.05404489356,8024.633810079068,44,45.20266449259576,130,None,Normal
2023-03-26,Southwest,Fleet Maintenance,120,285722.1747037743,23698.507240169507,48,61.27795188788252,128,None,Normal
2023-03-28,Midwest,Supply Chain Solutions,126,179503.7571944913,63222.462783517694,67,41.53137674695946,80,None,Normal
2024-04-06,Southwest,Supply Chain Solutions,132,315022.9957432659,104207.29492254913,94,88.16473870441914,184,None,Normal
2024-06-30,Northeast,Freight Management,111,250277.43234997438,125402.71610517066,24,44.73152824249365,178,Minor,Normal
2024-06-06,Southwest,Fleet Maintenance,226,364319.1642457669,142743.41618428394,92,59.39329713197542,150,None,Normal
2024-06-12,Northeast,Supply Chain Solutions,230,378511.0270732836,103182.62252159175,66,64.55413559472404,65,Severe,Normal
2023-06-11,Northeast,Fleet Maintenance,133,361086.65266211564,52761.64244661727,30,55.70511005402895,85,Minor,High
2024-01-05,Northwest,Freight Management,238,447227.5201873342,173984.5697510683,50,61.42304127897459,186,None,Normal
2024-08-11,Southeast,Distribution Center Management,70,113457.31362063903,15975.969635271642,51,78.59917753410159,198,None,Normal
2024-10-11,Southwest,Dedicated Contract Carriage,139,239882.26236112867,58998.03117376376,43,75.2398840552867,105,None,High
2023-02-23,Southwest,Fleet Maintenance,226,548962.8961344468,114530.57077225544,41,97.59510356100589,190,Severe,Normal
2024-02-14,West,Fleet Maintenance,138,228668.0818915922,41130.13843408144,82,56.451394782241415,108,Moderate,High
2024-04-29,Northeast,Freight Management,191,497020.4276277768,85730.17017610554,64,88.72792251719048,159,None,Low
2024-12-23,West,Fleet Maintenance,101,203066.61656006577,88659.68697705543,87,58.86574878004479,121,None,High
2024-05-04,Midwest,Dedicated Contract Carriage,123,190055.92829253856,116866.40582040776,88,74.31779674981104,153,Moderate,High
2023-11-11,Midwest,Freight Management,105,136076.0062890737,43094.07284562001,52,80.68629685011804,52,None,Normal
2024-04-10,Northeast,Transportation Management,262,624530.167611864,78857.39237442926,81,43.18764017814372,85,None,Normal
2024-07-15,Northwest,Fleet Maintenance,98,151468.78704401368,43807.05166201394,86,19.01065794486404,187,None,Low
2024-01-08,Southwest,Fleet Maintenance,138,311742.2335612435,18331.889249958014,50,38.33967118493178,110,None,Normal
2023-01-06,Northeast,Transportation Management,150,404671.8064980383,35711.73625116586,65,45.794882604504046,78,None,Normal
2023-11-13,Northeast,Transportation Management,158,396448.3016620967,38902.97668241192,97,60.980817452498215,135,None,Low
2024-09-15,Southeast,Fleet Maintenance,68,99330.52529260691,32807.83091721532,97,60.67446185433772,91,Minor,Normal
2024-12-09,Southeast,Dedicated Contract Carriage,243,429240.60122408136,171711.47646096328,22,66.79724131629014,137,None,Normal
2023-02-22,Midwest,Transportation Management,209,303016.6212624857,227381.84300732607,82,48.817328558393385,145,None,Normal
2024-04-05,Northwest,Freight Management,267,599181.7494562874,129408.08019825749,97,37.48014676087779,162,None,High
2024-05-20,Midwest,Transportation Management,235,388424.5362234715,86825.58773429287,53,65.76813002187713,52,None,Normal
2023-09-18,Northwest,Supply Chain Solutions,158,249764.39859871968,69687.68590401148,78,52.36222092216447,91,Minor,Normal
2023-10-21,Northwest,Distribution Center Management,74,162011.60438742244,23189.89897980883,67,69.61580796236348,157,Severe,High
2023-02-22,Southeast,Supply Chain Solutions,123,183867.56826072666,21061.59974885697,70,64.05354679442958,173,None,Low
2024-08-13,Southwest,Distribution Center Management,167,381882.68931782263,40976.628313286994,63,60.364317762416256,57,None,Low
2023-05-20,West,Transportation Management,99,192562.5540025147,19055.096581034897,76,16.011017204115007,109,None,Normal
2023-01-06,Northwest,Supply Chain Solutions,235,688098.1796155036,122070.99964032885,24,83.62268235477141,90,None,Normal
2023-08-07,West,Dedicated Contract Carriage,169,418188.3533875159,109943.98430523778,26,59.90695090489373,135,None,High
2023-10-25,Midwest,Distribution Center Management,150,268969.8221901663,59702.38969502239,78,64.9433120731594,56,Minor,Normal
2023-07-08,Midwest,Transportation Management,115,185705.79006836636,29584.137473813247,59,77.47411523905487,147,None,Normal
2023-02-26,Southwest,Freight Management,141,332635.0803734092,50242.44086904991,84,59.38506462389225,99,Moderate,Normal
2024-04-19,Northwest,Distribution Center Management,249,565555.3958544425,160542.66340004906,89,67.8323048967432,111,None,High
2023-12-22,Northeast,Dedicated Contract Carriage,104,279673.28229606245,26220.415103429325,89,70.8959985887292,165,Moderate,Normal
2024-10-06,Northwest,Fleet Maintenance,76,122061.18824079515,25483.53102535139,40,76.04766602179636,128,Minor,Normal
2023-10-13,Southeast,Distribution Center Management,132,394167.1510649685,29969.47315896114,71,44.112130654178095,85,None,Normal
2023-05-05,Southwest,Freight Management,193,426678.23112575954,87542.02342670385,86,85.48961462336354,117,None,Normal
2023-12-16,Southeast,Distribution Center Management,66,124674.02491304665,8199.638183544921,65,50.937043925797354,158,None,Normal
2023-10-03,Northeast,Supply Chain Solutions,108,128431.03692991199,39109.16006674064,27,55.87909179444554,166,None,Normal
2024-10-13,Midwest,Supply Chain Solutions,100,272175.9690750161,63082.01949084677,74,68.86433655780161,170,None,High
2023-07-28,Midwest,Supply Chain Solutions,153,281722.0852992688,80785.47642298431,55,70.66695945694195,173,None,Normal
2024-10-02,Southwest,Dedicated Contract Carriage,151,312410.41840566625,107058.62387929748,81,73.5290785132469,114,Moderate,High
2023-08-31,Southeast,Supply Chain Solutions,206,357739.20882243523,95626.00671390665,81,38.884128591751214,157,Severe,Low
2024-04-04,West,Freight Management,293,717134.483803231,66752.49492457412,37,50.85630176869233,190,None,Normal
2023-12-24,Southwest,Transportation Management,88,223799.14459971563,57183.60911159261,59,60.10204871248832,91,Moderate,Low
2024-11-09,Northeast,Distribution Center Management,65,136372.86398945653,25431.61817078246,46,59.094319202980905,82,Severe,Normal
2024-11-15,Northwest,Transportation Management,113,244066.233762616,63131.48750232695,42,76.00055295977609,105,None,High
2023-03-18,Midwest,Dedicated Contract Carriage,131,312906.93225409405,37335.60876364921,95,49.65004411157324,136,None,Normal
2023-12-01,Midwest,Supply Chain Solutions,118,212311.93168234723,92121.24367406471,35,19.216344456877486,94,None,High
2024-11-02,Midwest,Fleet Maintenance,91,187927.36496007856,22050.342057110323,44,64.15496654395555,111,None,Normal
2023-01-29,Northwest,Dedicated Contract Carriage,72,187169.55536696693,145160.55571193612,99,37.78246057294781,145,None,Normal
2023-06-24,Northwest,Dedicated Contract Carriage,125,375143.2194167904,51448.435718464694,78,77.30235155375354,94,None,Normal
2024-10-20,Southwest,Transportation Management,58,99959.02349635209,28790.416018231423,48,58.24115868036295,98,None,High
2024-08-25,Northwest,Fleet Maintenance,67,96967.95366699621,73950.35124468339,38,29.45910960828761,192,None,Low
2024-01-04,Northeast,Fleet Maintenance,131,203035.2026675395,39441.52041971528,81,83.9833401541179,147,Moderate,Normal
2024-04-09,Southeast,Supply Chain Solutions,261,388262.0496565176,43522.05537441412,90,67.48690040497873,135,Minor,Normal
2024-05-10,Midwest,Freight Management,189,318479.40339907154,91197.03258782504,34,72.76644442176683,55,None,Normal
2024-07-09,Southeast,Supply Chain Solutions,149,208997.5267109406,48063.98647525787,74,79.554737116313,194,None,Low
2023-08-17,Southeast,Supply Chain Solutions,91,251066.2073300276,39650.36696422837,34,39.44031543946502,130,Minor,High
2023-10-30,Midwest,Dedicated Contract Carriage,103,182463.26760049755,17682.0974661616,48,79.58692799610672,113,None,Normal
2024-05-18,Northeast,Freight Management,97,190417.7446259672,41230.36701532403,77,75.02237700093485,89,Minor,Normal
2024-02-05,Midwest,Distribution Center Management,254,583053.5339013516,188251.892148441,47,75.69589037299319,108,None,Low
2023-02-15,Midwest,Transportation Management,209,438476.27731019136,59370.067545536695,22,60.334388225086,151,None,High
2023-05-19,Southwest,Distribution Center Management,183,470934.7723291207,80755.187032089,59,55.606775342392666,89,Moderate,Normal
2023-10-22,Northwest,Fleet Maintenance,70,146228.0708473021,23334.30603438992,35,64.53500238138126,54,None,High
2024-11-19,Southeast,Freight Management,183,423809.5896212489,118082.96474915282,61,79.15146282951484,107,None,Normal
2023-02-21,Northeast,Transportation Management,187,474215.1784374831,78156.9937072993,28,58.44334507597756,124,None,High
2024-09-09,Northwest,Supply Chain Solutions,145,403073.2243884043,125012.43440302613,49,33.66679173647346,187,None,Normal
2023-05-03,Northeast,Dedicated Contract Carriage,138,222706.47343058663,59708.06047786988,36,81.20839186187244,112,None,Normal
2023-05-04,West,Freight Management,219,322218.68030640314,67350.4826426299,29,35.78105999912818,188,None,Normal
2024-07-09,Southeast,Dedicated Contract Carriage,95,261110.69141806732,80344.82271216156,33,63.21002598430135,175,None,Low
2023-10-04,Southeast,Distribution Center Management,189,352333.69679633563,65870.91444482897,53,60.11506463282637,166,None,Normal
2024-02-04,Southeast,Dedicated Contract Carriage,117,280363.1812364266,37526.71394010606,60,63.15585626454311,100,None,Low
2024-12-21,Southwest,Distribution Center Management,85,166480.93387400263,36267.17128720765,33,60.29441830665908,130,None,Normal
2024-09-14,West,Fleet Maintenance,54,126043.5772131897,50519.11286651644,27,53.88452047795569,184,None,Normal
2024-06-13,Northwest,Supply Chain Solutions,185,545577.9738863498,65167.640725874335,89,35.5937862736611,120,None,Normal
2023-04-09,Midwest,Freight Management,66,149148.14047679616,14771.665274302186,39,32.819114815772025,155,Moderate,Low
2024-08-18,Northeast,Freight Management,74,166990.96518624865,13366.132712348746,82,70.34501357820315,134,Severe,Normal
2024-12-14,Northeast,Fleet Maintenance,83,188609.6304450372,44087.06370838528,26,71.34289391521803,104,None,High
2023-02-12,West,Supply Chain Solutions,103,248533.65125205246,18297.117212696045,40,28.520026162291323,118,None,Normal
2024-12-03,Southeast,Transportation Management,237,383176.832033137,80771.53549286888,64,42.99288477593322,178,Minor,Low
2023-08-24,Northwest,Supply Chain Solutions,83,97856.99659459546,33224.6201643655,81,69.77071305013818,132,Severe,High
2023-08-25,Northwest,Freight Management,129,254492.3579538472,150545.29378484123,91,86.80172834293224,158,None,High
2024-07-03,Northwest,Distribution Center Management,164,268831.42375576415,60972.47626007182,95,35.00443605102991,199,None,High
2023-05-10,West,Distribution Center Management,262,988986.8255069583,80438.60097344055,76,59.88394555392272,144,None,High
2024-11-10,Midwest,Supply Chain Solutions,85,226589.93455697998,17692.71899875627,59,76.53334488553645,136,None,Low
2024-03-26,West,Supply Chain Solutions,268,638076.2860186378,118040.67207758916,48,68.2083698686,178,None,High
2024-04-07,Southeast,Transportation Management,111,279790.8192446769,46765.66522994428,39,87.5350981454185,134,None,Normal
2024-12-25,West,Transportation Management,160,408600.12130502856,53360.861325883336,80,75.03975891202428,68,None,High
2023-07-16,Northwest,Distribution Center Management,61,150617.13976362476,31793.469224297256,40,65.73668088141656,86,None,Normal
2023-03-17,Southeast,Supply Chain Solutions,214,464460.9514817909,130226.77186648322,95,23.843362060204395,90,Minor,Normal
