vehicle_id,date,region,service_type,miles_driven,fuel_consumed,load_capacity_used,driver_id,on_time_deliveries,total_deliveries,on_time_rate
VH-8870,2024-12-28,Northeast,Supply Chain Solutions,353.89617757469006,40.20386574822812,59.56650663102112,DRV-731,7,10,0.7
VH-6340,2023-10-12,Midwest,Dedicated Contract Carriage,712.5616211078319,107.61145509615731,64.91075516876019,DRV-659,8,15,0.5333333333333333
VH-6111,2023-07-15,Midwest,Distribution Center Management,325.11803573956234,45.781488724688444,23.413609182613918,DRV-275,5,6,0.8333333333333334
VH-4081,2023-11-03,Northwest,Distribution Center Management,350.32678102310797,45.105996070074454,68.89648822122098,DRV-148,6,12,0.5
VH-8802,2024-10-25,Southwest,Freight Management,353.96060914686456,51.77984468763014,71.48802122284093,DRV-522,8,11,0.7272727272727273
VH-8527,2023-01-14,West,Fleet Maintenance,745.2173050278616,109.9249699806586,73.12429308407853,DRV-843,3,7,0.42857142857142855
VH-5868,2023-05-26,Midwest,Distribution Center Management,646.0884402117988,81.69381012558152,75.98223676136142,DRV-604,6,7,0.8571428571428571
VH-2529,2023-02-26,Southeast,Supply Chain Solutions,352.1834633800323,39.26758764435058,54.12816010834126,DRV-862,9,12,0.75
VH-2081,2024-12-23,Southwest,Dedicated Contract Carriage,394.7109053152858,58.549815933482414,93.40283637077532,DRV-590,5,9,0.5555555555555556
VH-8994,2023-07-29,Southwest,Supply Chain Solutions,438.5612403601268,55.944336795259474,48.17460735311863,DRV-669,4,5,0.8
VH-4531,2024-06-12,Midwest,Transportation Management,392.1989868712965,50.93830603833507,86.27154240221925,DRV-243,7,9,0.7777777777777778
VH-1716,2023-12-10,Northwest,Fleet Maintenance,558.1147482970555,92.27898408302416,45.5705390193751,DRV-468,5,8,0.625
VH-7229,2024-12-15,Southeast,Fleet Maintenance,508.82984010325856,82.88204472777687,93.17127681713734,DRV-804,4,8,0.5
VH-1204,2024-09-02,Midwest,Distribution Center Management,474.3046877885808,53.700387134835005,68.15851661010225,DRV-703,3,4,0.75
VH-7784,2023-10-06,Southeast,Transportation Management,548.3906185718797,67.13272951135798,54.182709167731126,DRV-400,6,9,0.6666666666666666
VH-5094,2023-07-28,Southwest,Distribution Center Management,502.6717206455993,77.6340922926221,75.50660681049457,DRV-555,4,7,0.5714285714285714
VH-6482,2024-10-02,Southeast,Distribution Center Management,530.747387141356,75.17795381653883,80.20052261769418,DRV-965,4,6,0.6666666666666666
VH-6740,2023-12-01,Midwest,Distribution Center Management,470.77681571275275,61.154933219960434,86.01100095210835,DRV-947,4,6,0.6666666666666666
VH-8219,2023-10-15,Northeast,Transportation Management,656.6124012916501,80.54597604566953,66.51732796851597,DRV-543,8,10,0.8
VH-7154,2023-09-09,Northeast,Distribution Center Management,465.7965893151161,73.05254967276076,82.37252628053928,DRV-857,6,8,0.75
VH-5842,2023-09-22,Southeast,Fleet Maintenance,432.18294461354833,71.79595212895946,47.75758574696172,DRV-715,4,5,0.8
VH-9103,2023-09-28,Northwest,Distribution Center Management,545.7224434397688,68.67067697658263,98.26689361496953,DRV-957,7,9,0.7777777777777778
VH-3018,2024-11-30,Midwest,Transportation Management,518.1688835762313,67.31434612832392,55.465625296606255,DRV-377,4,5,0.8
VH-6051,2024-02-23,West,Transportation Management,447.54737240638565,54.003486283121234,61.77261760338568,DRV-955,4,5,0.8
VH-9709,2024-12-26,Northeast,Supply Chain Solutions,253.40872427773274,39.16216661066753,75.64371851527399,DRV-362,11,14,0.7857142857142857
VH-8835,2023-07-30,Southwest,Distribution Center Management,619.1744534902833,82.68605499452627,75.12293534961428,DRV-164,4,6,0.6666666666666666
VH-2438,2023-12-31,Midwest,Transportation Management,599.0889694889213,73.13288907008992,59.38998581631667,DRV-479,13,15,0.8666666666666667
VH-5086,2023-03-17,Midwest,Freight Management,347.97827671140476,39.879786859665856,87.3202875871293,DRV-997,4,6,0.6666666666666666
VH-6127,2024-10-21,Northeast,Distribution Center Management,499.89675533491425,62.67478590907764,80.2286426111558,DRV-341,4,5,0.8
VH-3052,2023-11-17,West,Dedicated Contract Carriage,387.2839997701163,46.551695305166184,88.16362554457453,DRV-884,12,13,0.9230769230769231
VH-8529,2024-12-25,Southwest,Fleet Maintenance,513.4001950973787,83.1162309821132,87.93947297139226,DRV-831,4,5,0.8
VH-8147,2024-03-08,West,Fleet Maintenance,583.8673594327478,95.91558630603646,43.51740997214418,DRV-915,3,6,0.5
VH-5368,2023-04-19,Southwest,Freight Management,434.35757388660227,53.747856051120955,63.31801367250958,DRV-246,2,4,0.5
VH-5517,2024-10-02,Northeast,Distribution Center Management,535.3886837919157,73.11601052759842,84.50192704445811,DRV-914,6,8,0.75
VH-3312,2024-06-05,Midwest,Fleet Maintenance,280.89678297984904,46.46105349502195,88.66288311394042,DRV-351,6,7,0.8571428571428571
VH-6577,2023-02-16,Southwest,Fleet Maintenance,346.7531337869232,48.454265355460656,42.041988837883224,DRV-288,8,11,0.7272727272727273
VH-9973,2024-01-14,Midwest,Dedicated Contract Carriage,558.1190941921541,72.7421608657769,84.680606911686,DRV-923,5,7,0.7142857142857143
VH-2244,2023-04-06,Southeast,Fleet Maintenance,373.323231811885,43.40082398038638,59.25417007164668,DRV-256,6,8,0.75
VH-3416,2023-04-13,Southeast,Fleet Maintenance,350.7664125382273,54.01281797974111,85.81582217133739,DRV-869,8,10,0.8
VH-7490,2023-05-26,Northeast,Transportation Management,362.9876282632282,41.52377209845613,86.79767558008318,DRV-110,5,9,0.5555555555555556
VH-7168,2023-01-27,Northeast,Fleet Maintenance,320.6002289276414,52.832341899853105,68.12468705760008,DRV-643,7,8,0.875
VH-6839,2024-06-13,Northwest,Distribution Center Management,570.5611374589871,79.33247222949934,81.37400977270309,DRV-850,5,10,0.5
VH-9608,2024-11-09,Northeast,Fleet Maintenance,579.4204422855701,72.84430571788478,64.46818013433426,DRV-721,2,3,0.6666666666666666
VH-9406,2023-03-23,Southeast,Distribution Center Management,358.7341071104798,55.873899170827755,65.98893452119799,DRV-774,7,10,0.7
VH-8097,2024-03-03,Southwest,Fleet Maintenance,317.14894440660976,37.871574410456454,73.55740105745396,DRV-654,2,3,0.6666666666666666
VH-6009,2024-08-06,West,Distribution Center Management,438.7405327417039,49.34638779508501,69.64890453666023,DRV-684,9,10,0.9
VH-2582,2024-04-23,Northeast,Fleet Maintenance,309.5903489302702,50.414656168424074,88.61155142156024,DRV-901,4,6,0.6666666666666666
VH-9924,2023-06-11,West,Freight Management,534.6977827693106,87.72232647044453,89.75580724559691,DRV-812,8,12,0.6666666666666666
VH-8876,2024-02-06,West,Distribution Center Management,451.2266267622509,50.58843455619599,50.9919360218996,DRV-291,7,11,0.6363636363636364
VH-3427,2024-05-22,Southeast,Fleet Maintenance,406.44521044053914,61.327597766650065,81.85999475128851,DRV-146,11,13,0.8461538461538461
VH-6721,2023-02-07,Northwest,Dedicated Contract Carriage,572.5774080055076,87.47434873914351,88.05193019230785,DRV-876,5,8,0.625
VH-9423,2024-05-25,Southwest,Transportation Management,336.7934090647717,49.465665377468866,74.28289798610527,DRV-742,4,7,0.5714285714285714
VH-5930,2024-01-28,Southeast,Transportation Management,398.8079617983914,47.401723531953,65.03811665403076,DRV-574,7,9,0.7777777777777778
VH-5353,2024-12-13,Northeast,Transportation Management,306.3727592164166,50.11872706498289,36.58841651781336,DRV-888,5,7,0.7142857142857143
VH-8832,2024-05-08,Southeast,Transportation Management,284.50463246227764,44.89656173498813,74.49485194200128,DRV-285,5,6,0.8333333333333334
VH-6375,2023-07-19,Southeast,Dedicated Contract Carriage,341.21697567426594,40.625104025705305,48.091977625359775,DRV-837,6,11,0.5454545454545454
VH-1402,2023-09-12,Southeast,Freight Management,352.8323072487002,44.454163608751266,85.91910352486421,DRV-575,10,12,0.8333333333333334
VH-7567,2023-06-28,Northeast,Freight Management,341.76428300887244,43.98746728731912,66.42517339058126,DRV-580,1,3,0.3333333333333333
VH-5865,2024-06-30,Northeast,Dedicated Contract Carriage,439.02617546041154,61.10112128187517,94.59183641309141,DRV-734,3,4,0.75
VH-9146,2024-08-16,Southeast,Fleet Maintenance,438.0515548134831,69.22249754950654,64.65042212829599,DRV-710,6,8,0.75
VH-1064,2024-01-24,Southeast,Dedicated Contract Carriage,263.79256119891716,41.147260998933355,59.36675792661749,DRV-789,3,5,0.6
VH-3237,2024-02-02,West,Transportation Management,545.6686313522929,82.93488738077929,61.940801471976904,DRV-529,9,11,0.8181818181818182
VH-8770,2023-06-07,Southwest,Freight Management,268.069782981097,32.864692198919236,70.9573638702157,DRV-855,3,4,0.75
VH-1172,2023-01-04,West,Supply Chain Solutions,242.68962527971746,39.31978371076912,61.4787767015948,DRV-529,5,8,0.625
VH-8935,2023-06-16,Northwest,Fleet Maintenance,574.3270727480499,86.71326346274434,61.60606167050604,DRV-204,10,12,0.8333333333333334
VH-3675,2024-04-12,Southwest,Distribution Center Management,317.66826203954554,42.831417239846644,56.97406007849886,DRV-834,5,6,0.8333333333333334
VH-5005,2024-02-13,Northwest,Freight Management,492.85031473813143,62.42427637486065,82.01243029429412,DRV-269,6,9,0.6666666666666666
VH-7544,2024-02-16,Southwest,Transportation Management,379.94184912211074,58.74242186432839,78.4824460950654,DRV-664,8,10,0.8
VH-9829,2023-07-23,Southeast,Freight Management,329.39031356565954,49.98037107871836,66.35050258108134,DRV-336,7,8,0.875
VH-1948,2023-07-13,West,Transportation Management,307.723364151425,46.47489300154058,86.831216302007,DRV-772,7,10,0.7
VH-2694,2023-08-23,Southwest,Transportation Management,495.64559132052466,56.82301786595784,85.78555469003844,DRV-474,4,7,0.5714285714285714
VH-5757,2024-12-18,Northwest,Freight Management,337.97251773795034,41.80623233954267,74.11374266597768,DRV-572,6,7,0.8571428571428571
VH-7282,2023-05-30,Southwest,Freight Management,581.4336774954353,86.8593800410346,65.5588173843952,DRV-249,7,9,0.7777777777777778
VH-1142,2023-06-08,Northeast,Freight Management,267.2973181256429,30.151600808499193,94.82381679117742,DRV-925,8,11,0.7272727272727273
VH-7001,2023-10-06,Southwest,Dedicated Contract Carriage,619.8001238648789,83.0761583785365,35.20033860436493,DRV-619,4,6,0.6666666666666666
VH-7652,2024-02-08,Southeast,Freight Management,200.46176656350787,25.863005020039274,85.85305758027111,DRV-320,4,6,0.6666666666666666
VH-5581,2024-11-08,Midwest,Distribution Center Management,484.2114646530158,61.32734710843801,60.942576004687645,DRV-392,4,6,0.6666666666666666
VH-6087,2023-11-07,Northeast,Fleet Maintenance,308.94567050173026,38.522226064931196,72.49132894826029,DRV-726,5,7,0.7142857142857143
VH-2460,2023-03-09,Midwest,Transportation Management,259.01890080393724,33.49328316516169,76.63537903376857,DRV-119,9,10,0.9
VH-4887,2024-04-07,Southeast,Freight Management,437.99514838042444,60.871116901991925,83.58958143059651,DRV-471,9,11,0.8181818181818182
VH-9484,2023-03-29,Midwest,Distribution Center Management,531.1057450967872,80.05481751594323,95.19713681429363,DRV-275,2,6,0.3333333333333333
VH-1837,2023-08-05,Southwest,Supply Chain Solutions,426.52263550932145,57.50822105310717,75.46491378391471,DRV-698,10,12,0.8333333333333334
VH-6846,2023-01-01,Midwest,Freight Management,444.7222907725595,56.72117600525348,86.15451927146137,DRV-748,6,9,0.6666666666666666
VH-9463,2023-05-15,West,Dedicated Contract Carriage,474.44335927080857,62.245425326421746,68.60061693381756,DRV-145,8,11,0.7272727272727273
VH-3369,2024-11-27,Southeast,Transportation Management,524.0427897420377,67.98798319844117,83.08920498268884,DRV-821,4,5,0.8
VH-9997,2023-12-17,West,Distribution Center Management,647.4819000638194,103.16229597015057,80.29099423478957,DRV-223,5,8,0.625
VH-4174,2023-05-20,Midwest,Freight Management,360.6432696016723,54.16213083006744,87.74428441963273,DRV-321,3,4,0.75
VH-6985,2024-09-09,West,Distribution Center Management,507.4082941313897,63.5506291627359,77.98271019574996,DRV-381,7,8,0.875
VH-1882,2023-05-13,Northeast,Transportation Management,381.213037211316,46.89934008642073,90.68336423569306,DRV-371,10,11,0.9090909090909091
VH-4171,2024-09-11,Midwest,Distribution Center Management,429.03042921910446,63.58121088849912,74.23951465634941,DRV-917,6,7,0.8571428571428571
VH-3040,2023-06-27,Northwest,Distribution Center Management,531.8568714436497,63.79893509729104,75.70875801761449,DRV-951,7,9,0.7777777777777778
VH-7732,2023-12-24,West,Freight Management,471.71923204252744,60.75063044089075,59.77034692384492,DRV-115,7,8,0.875
VH-7372,2024-01-15,Southwest,Freight Management,360.486303741587,47.31176123629649,73.4277012670721,DRV-699,8,9,0.8888888888888888
VH-6985,2024-10-19,Midwest,Fleet Maintenance,462.5589324159066,54.07434083938227,78.79752040355041,DRV-477,7,10,0.7
VH-8562,2024-03-25,Northwest,Dedicated Contract Carriage,492.34237143064956,55.515219795357964,88.07644479128004,DRV-212,9,12,0.75
VH-6900,2024-08-08,Northeast,Fleet Maintenance,525.6890103670077,67.17785952225483,62.7635413112144,DRV-414,6,8,0.75
VH-8965,2024-04-07,Southwest,Dedicated Contract Carriage,586.986767232701,84.85472269986973,89.63003571811925,DRV-963,8,12,0.6666666666666666
VH-6316,2023-04-18,Midwest,Dedicated Contract Carriage,665.0960816455558,99.71713471763022,81.02050232157453,DRV-521,13,16,0.8125
VH-9465,2023-05-02,Southwest,Fleet Maintenance,450.3028053172706,64.89442481005436,67.42825233944377,DRV-545,13,16,0.8125
VH-1589,2023-01-17,Midwest,Transportation Management,317.62706408609847,44.583816837360615,61.471338825359176,DRV-350,3,5,0.6
VH-9774,2023-07-15,Midwest,Distribution Center Management,487.99913378172,56.401602342841805,78.86049583340666,DRV-156,7,11,0.6363636363636364
VH-6063,2023-11-23,Southeast,Supply Chain Solutions,289.44301866459193,40.815572388629846,83.82001559162653,DRV-280,4,6,0.6666666666666666
VH-4633,2023-11-14,West,Fleet Maintenance,678.261022982409,77.85687173562032,67.49046780721588,DRV-342,6,7,0.8571428571428571
VH-2990,2024-04-23,Midwest,Fleet Maintenance,383.1051443576107,44.681918244374984,77.75875754979585,DRV-980,6,9,0.6666666666666666
VH-7515,2023-09-09,Northeast,Transportation Management,568.2158632578679,75.64026653739182,98.89576312497266,DRV-647,4,6,0.6666666666666666
VH-2258,2024-05-17,Northwest,Distribution Center Management,487.8625808650778,71.82909938890391,68.17574795858764,DRV-141,5,6,0.8333333333333334
VH-3866,2023-04-29,West,Freight Management,479.32638021348214,64.5853390723244,66.05948803475248,DRV-665,4,7,0.5714285714285714
VH-4738,2024-11-04,Southeast,Fleet Maintenance,260.2661918961181,29.25777587870756,56.65015905802316,DRV-955,3,7,0.42857142857142855
VH-1571,2024-12-10,West,Supply Chain Solutions,355.4063836133579,52.29551337438126,82.72082175476918,DRV-562,9,12,0.75
VH-9736,2024-05-12,West,Distribution Center Management,402.681655145617,52.200515280222895,87.23118120202214,DRV-151,4,7,0.5714285714285714
VH-5222,2024-04-30,Midwest,Fleet Maintenance,405.10998987412376,65.7946983839145,62.86874376281786,DRV-376,4,5,0.8
VH-1637,2023-02-14,Northeast,Freight Management,461.1394112971693,66.50054526373533,65.22941066539558,DRV-651,3,4,0.75
VH-9232,2023-11-10,Midwest,Fleet Maintenance,370.63487514002,42.51991354552115,74.78562240243546,DRV-499,8,12,0.6666666666666666
VH-5882,2023-06-28,Northeast,Freight Management,508.80348180202037,61.650237714606924,79.15457008571214,DRV-339,8,11,0.7272727272727273
VH-5392,2024-02-22,Northeast,Dedicated Contract Carriage,438.4468905668511,49.892203786836426,90.59886382643069,DRV-182,5,8,0.625
VH-4672,2024-07-09,Southwest,Dedicated Contract Carriage,528.8956860970076,73.44478105335361,74.9435494330122,DRV-119,8,9,0.8888888888888888
VH-8257,2023-03-19,Midwest,Fleet Maintenance,271.7877517808726,31.468399857717177,74.53906172230612,DRV-221,8,9,0.8888888888888888
VH-5711,2023-11-22,Southeast,Transportation Management,543.7100565705254,67.83102382018774,78.5468542480972,DRV-735,4,6,0.6666666666666666
VH-6643,2024-11-20,Northwest,Dedicated Contract Carriage,645.515185166688,75.27808419174154,86.46908002923365,DRV-457,9,10,0.9
VH-1159,2023-12-23,West,Fleet Maintenance,430.8626707431407,48.86280453830207,91.41259720914425,DRV-488,7,8,0.875
VH-6938,2024-02-20,Southwest,Freight Management,594.849081787728,72.81834728492258,74.88445457665479,DRV-754,8,10,0.8
VH-1580,2024-05-29,Southeast,Distribution Center Management,446.66934766657135,51.83761860396366,78.6259633975055,DRV-395,10,11,0.9090909090909091
VH-9411,2023-08-02,Northwest,Freight Management,399.7866982363405,51.3475962454761,95.47650303134061,DRV-685,8,10,0.8
VH-8586,2023-03-15,Northwest,Supply Chain Solutions,475.3094834919416,65.42506308796092,39.44825737535827,DRV-174,7,9,0.7777777777777778
VH-5474,2024-07-16,Midwest,Dedicated Contract Carriage,638.3039638062673,99.09114469412799,55.84451199138955,DRV-581,5,7,0.7142857142857143
VH-8073,2024-08-01,Northeast,Fleet Maintenance,628.6645778612478,104.3365997397669,60.7842026520615,DRV-911,5,13,0.38461538461538464
VH-6059,2024-05-23,Midwest,Dedicated Contract Carriage,266.26329276191586,39.49076396423235,78.4374257143572,DRV-924,7,15,0.4666666666666667
VH-5328,2023-11-28,Northwest,Freight Management,326.55782162346213,45.95573832818154,61.82931320221839,DRV-469,5,9,0.5555555555555556
VH-2394,2023-04-03,Midwest,Freight Management,439.54818281590593,63.11514911003611,94.31487006056575,DRV-139,6,8,0.75
VH-1921,2024-11-18,Southwest,Distribution Center Management,365.1500714697799,41.9971424412104,72.86992303855557,DRV-465,5,7,0.7142857142857143
VH-3773,2024-10-18,Southeast,Transportation Management,495.88332864172713,74.02711123270419,59.12596238984293,DRV-379,4,5,0.8
VH-5462,2024-06-02,Northwest,Fleet Maintenance,433.378149861497,52.87165789973208,79.65743610176254,DRV-453,7,8,0.875
VH-5576,2023-09-26,Southwest,Distribution Center Management,395.58921875116584,60.165508252961004,63.886736805226484,DRV-139,5,7,0.7142857142857143
VH-4434,2024-01-11,Southeast,Supply Chain Solutions,687.2884051350577,79.31707851247478,80.2062405346482,DRV-248,3,5,0.6
VH-7733,2023-01-04,Southwest,Fleet Maintenance,543.9247306505847,83.12847272454697,79.73203422794879,DRV-805,3,5,0.6
VH-2865,2023-05-18,West,Supply Chain Solutions,535.7853886346243,60.20066489449608,92.15987857573698,DRV-348,8,9,0.8888888888888888
VH-1724,2023-08-19,Northeast,Transportation Management,353.1345460754378,49.62664236956515,86.75939182232838,DRV-241,7,10,0.7
VH-1711,2024-08-22,Northeast,Fleet Maintenance,445.53757513174736,52.12867743268103,62.9607884734831,DRV-712,7,9,0.7777777777777778
VH-8710,2024-06-12,Northeast,Fleet Maintenance,433.5566810339675,64.11593995395226,64.3133038979427,DRV-375,11,13,0.8461538461538461
VH-6080,2023-02-21,West,Distribution Center Management,461.25948763439186,57.724798495233706,79.31902249648162,DRV-924,3,5,0.6
VH-1390,2024-10-07,Northwest,Dedicated Contract Carriage,397.16751415800803,49.844234949177434,94.65633196761381,DRV-503,7,9,0.7777777777777778
VH-5487,2024-12-23,Northwest,Fleet Maintenance,560.7049293763986,70.92152904224857,53.96981476423451,DRV-728,3,7,0.42857142857142855
VH-9116,2023-11-21,West,Transportation Management,609.7345317329982,81.61791227243235,41.733573446050556,DRV-898,5,7,0.7142857142857143
VH-7747,2024-12-17,Northeast,Fleet Maintenance,541.8529397097473,61.49691757868607,48.602645777199804,DRV-128,8,12,0.6666666666666666
VH-7066,2024-12-23,Northeast,Fleet Maintenance,437.9977192524085,59.272536213173325,65.9662360955502,DRV-558,5,8,0.625
VH-5494,2023-10-04,Southeast,Fleet Maintenance,401.6512808141645,50.32686575418446,78.24865575744002,DRV-919,6,8,0.75
VH-4572,2024-06-19,Southeast,Fleet Maintenance,579.8946323374003,72.49764394757298,91.84700166314936,DRV-686,4,7,0.5714285714285714
VH-8769,2024-04-30,Midwest,Transportation Management,488.8563586491038,61.64080105783984,90.20415893938821,DRV-565,5,7,0.7142857142857143
VH-3311,2024-05-30,Southwest,Distribution Center Management,516.7765072533019,65.02608940198252,84.68183986212911,DRV-862,8,10,0.8
VH-7773,2023-06-01,Southeast,Dedicated Contract Carriage,486.7088809300708,72.39878105280167,48.75209062234344,DRV-941,6,9,0.6666666666666666
VH-7905,2024-04-27,Southeast,Transportation Management,360.84514665043235,57.74969349683426,42.12079781325298,DRV-211,5,6,0.8333333333333334
VH-4642,2023-09-16,Southeast,Transportation Management,637.6067288923929,71.78043298846266,59.730122951176604,DRV-629,12,15,0.8
VH-7338,2023-11-20,Southeast,Supply Chain Solutions,744.4519705288183,102.92722910519907,34.56328785313994,DRV-492,7,9,0.7777777777777778
VH-3609,2023-06-17,West,Dedicated Contract Carriage,398.15072017247854,52.54746901549645,80.42133998934304,DRV-481,2,3,0.6666666666666666
VH-7240,2024-11-18,Midwest,Distribution Center Management,445.2803919440963,60.0405638178746,87.40323956589769,DRV-672,6,7,0.8571428571428571
VH-8806,2023-11-06,Southeast,Freight Management,404.32575870323757,55.25529193811391,57.19275724280768,DRV-669,5,7,0.7142857142857143
VH-1757,2024-04-23,Northwest,Distribution Center Management,370.4543148433587,42.51805298284644,69.457955608415,DRV-943,4,5,0.8
VH-6086,2023-02-25,Southwest,Freight Management,521.5546313203827,75.58811517119376,53.79398784993952,DRV-868,2,6,0.3333333333333333
VH-7220,2024-09-11,Southeast,Supply Chain Solutions,380.51027952413847,58.88034438804139,60.820919075191384,DRV-685,6,8,0.75
VH-6602,2024-04-17,West,Supply Chain Solutions,335.37629264322646,53.86199889890461,69.30461129377021,DRV-165,7,9,0.7777777777777778
VH-7121,2023-10-23,Northwest,Transportation Management,503.54725700268364,57.41928137067751,62.21529849824354,DRV-400,7,9,0.7777777777777778
VH-9956,2024-04-05,Northeast,Distribution Center Management,345.03955865306926,43.78035040951124,82.72286588113444,DRV-811,12,15,0.8
VH-3725,2023-11-20,Northeast,Freight Management,376.0790262807394,59.77530201549774,46.361479468755284,DRV-380,8,10,0.8
VH-4368,2023-05-21,Midwest,Distribution Center Management,368.8477540338675,48.14719349146851,68.97172816344023,DRV-257,7,8,0.875
VH-4497,2024-10-28,Northeast,Freight Management,505.50239651342997,68.33339661494281,69.85613591652468,DRV-560,7,8,0.875
VH-9174,2023-09-19,Southeast,Distribution Center Management,458.89945372758086,51.618507759440135,73.39103440647848,DRV-515,4,6,0.6666666666666666
VH-6642,2024-02-24,West,Transportation Management,225.73865987964345,29.71431077494954,83.33235629363173,DRV-745,3,4,0.75
VH-9774,2023-08-29,Midwest,Freight Management,484.28965420853854,54.4681566225069,88.11623317043343,DRV-982,11,12,0.9166666666666666
VH-5766,2023-12-21,Northwest,Distribution Center Management,350.9798237927359,43.081101370950776,73.07076549353233,DRV-926,4,5,0.8
VH-5633,2024-08-11,Southeast,Fleet Maintenance,634.5191117330575,78.22816635088778,65.55582527769495,DRV-567,7,9,0.7777777777777778
VH-2821,2023-06-29,Northeast,Supply Chain Solutions,201.57477277870723,29.426660384859943,87.43083964842533,DRV-688,3,6,0.5
VH-2185,2023-03-07,Southwest,Supply Chain Solutions,495.1184366603851,78.2614514862519,91.75569177296474,DRV-737,8,11,0.7272727272727273
VH-2637,2023-12-14,Southeast,Freight Management,543.3873104910284,70.40258654210018,76.48839489897973,DRV-443,6,7,0.8571428571428571
VH-8236,2023-06-20,Southwest,Supply Chain Solutions,305.18977375404836,41.36188479918382,68.68631339470429,DRV-481,12,17,0.7058823529411765
VH-9380,2024-04-18,Northwest,Supply Chain Solutions,416.5601621659902,47.03837932184163,62.53675791727784,DRV-147,7,9,0.7777777777777778
VH-2746,2024-06-17,Southwest,Fleet Maintenance,461.44005855895387,69.95017710964743,36.60715782234501,DRV-287,7,11,0.6363636363636364
VH-6797,2024-01-02,Northwest,Dedicated Contract Carriage,431.9568968757463,65.907397604423,66.84827065316627,DRV-402,5,9,0.5555555555555556
VH-9089,2023-04-17,Midwest,Distribution Center Management,508.47307059024126,77.92809823106403,90.55271618344646,DRV-237,6,8,0.75
VH-3620,2024-03-14,West,Freight Management,468.92739570788257,72.1473391421514,84.68398630412455,DRV-657,6,8,0.75
VH-8597,2023-08-15,Northeast,Supply Chain Solutions,544.367462864925,78.45891855222884,56.840713939640175,DRV-588,6,8,0.75
VH-9002,2024-03-19,Northeast,Distribution Center Management,489.57480563754535,64.27452633751317,83.79352734346699,DRV-429,6,9,0.6666666666666666
VH-7107,2024-03-17,Southeast,Distribution Center Management,463.112994631225,53.88608736649288,66.12654184730947,DRV-619,7,8,0.875
VH-3793,2024-01-31,Northeast,Fleet Maintenance,416.84023504669346,47.11805288261152,69.8824308510065,DRV-437,7,9,0.7777777777777778
VH-3500,2024-12-28,Midwest,Distribution Center Management,479.68062550532005,56.22126627064478,39.67637752873735,DRV-789,9,10,0.9
VH-9361,2024-08-03,Northeast,Supply Chain Solutions,659.7968600548868,98.36093289740906,69.07005666331118,DRV-687,5,8,0.625
VH-5925,2023-03-25,Southeast,Freight Management,439.64127575463937,59.34446071024663,73.40823682009614,DRV-760,7,8,0.875
VH-2080,2024-09-06,Northeast,Distribution Center Management,297.18926379713486,46.403238848390295,35.6570205249749,DRV-981,5,6,0.8333333333333334
VH-5864,2024-07-04,West,Fleet Maintenance,581.502715074606,72.78444667092744,70.98373213437131,DRV-340,4,5,0.8
VH-5453,2023-01-13,Northwest,Freight Management,699.0800540642842,115.11478147948837,85.07641583536926,DRV-509,5,7,0.7142857142857143
VH-3248,2024-11-23,Southwest,Freight Management,519.3045347892247,73.17416828586235,74.41100720779558,DRV-494,6,8,0.75
VH-2325,2024-05-07,Southwest,Freight Management,685.7927078622586,86.56237520817423,92.72987964075068,DRV-110,8,9,0.8888888888888888
VH-4873,2023-09-25,Northwest,Supply Chain Solutions,467.1568167812457,56.55550381509776,87.48286316417473,DRV-279,5,6,0.8333333333333334
VH-2688,2024-06-08,Southwest,Fleet Maintenance,800.0,90.29151709849971,63.05345652268254,DRV-257,3,4,0.75
VH-3985,2023-04-30,West,Transportation Management,273.7854394287856,33.110249484665246,63.02208691973109,DRV-273,6,7,0.8571428571428571
VH-3076,2023-12-19,Midwest,Dedicated Contract Carriage,431.92042475456424,62.41368826968743,90.6983889034524,DRV-740,3,5,0.6
VH-2461,2023-02-26,Southeast,Distribution Center Management,521.8954840983369,65.89896563152152,63.890442162363705,DRV-791,6,8,0.75
VH-1072,2023-02-09,West,Distribution Center Management,358.23398688839393,43.54749389368415,68.83235747137806,DRV-114,7,9,0.7777777777777778
VH-7030,2023-12-02,Southeast,Distribution Center Management,591.9353501078654,71.1926692362735,92.02100290589293,DRV-639,6,8,0.75
VH-5611,2024-10-01,Midwest,Transportation Management,515.6370917758605,81.84109939891599,87.84111286981722,DRV-290,5,8,0.625
VH-3796,2023-06-22,West,Freight Management,424.1333161778996,51.087233326245844,58.03972787993757,DRV-855,8,11,0.7272727272727273
VH-8717,2024-06-30,Northeast,Freight Management,501.5718717051,78.81171659067559,24.41907980405236,DRV-157,7,8,0.875
VH-5516,2023-09-16,Midwest,Dedicated Contract Carriage,473.8854491830024,59.72472112329776,86.15081465732881,DRV-552,6,7,0.8571428571428571
VH-3493,2024-05-31,Southwest,Fleet Maintenance,527.9652864942782,63.84767698494454,50.80984277304956,DRV-784,4,5,0.8
VH-5231,2024-12-30,West,Transportation Management,422.0438802401819,48.732475862140774,73.87832592715421,DRV-333,3,5,0.6
VH-4576,2024-06-06,Midwest,Transportation Management,184.72172081769952,30.325670695854672,81.18565632332692,DRV-427,2,4,0.5
VH-9100,2023-04-27,Midwest,Supply Chain Solutions,553.6684206128159,63.95622849064024,60.63355315986768,DRV-905,7,8,0.875
VH-6728,2023-07-03,West,Freight Management,442.18258170397,59.183206965619654,64.44790347896114,DRV-592,3,4,0.75
